,Date,Time,Elat,Elon,Dep,Tag,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,y
3057,2018-12-12,05:05:32.23,39.409,-110.317,-2.5,mis,,,,,,,,,,,,,,2
7155,2021-06-21,19:54:32.22,41.482,-111.391,7.8,eq,-0.32,0.22,0.17,-116.7,-128.6,14.89,14.46,-0.06,-0.12,-0.11,-0.09,-0.1,-0.11,1
8784,2022-07-20,20:08:02.97,39.427,-110.301,-1.4,mis,-0.47,,0.07,,-109.7,,13.04,,,,,,,2
3306,2019-03-02,02:57:59.32,37.502,-113.849,7.0,eq,-0.28,0.17,0.06,-132.8,-162.2,16.46,15.68,-0.03,-0.08,-0.06,-0.11,-0.07,-0.12,1
3291,2019-02-25,03:33:27.10,40.477,-111.928,6.6,eq,0.24,0.77,0.75,-101.2,-107.8,15.66,14.81,,0.01,-0.12,0.05,,0.07,1
5681,2020-04-16,23:11:54.97,40.743,-112.101,8.1,eq,,,,,,,,,,,,,,1
1321,2015-02-26,23:07:20.87,38.461,-113.062,-2.0,ex,,-0.32,-0.17,-37.5,-89.5,14.76,12.16,,,0.2,0.17,,0.07,0
2684,2017-11-24,23:15:07.38,41.007,-110.834,19.0,eq,0.38,0.74,0.7,-91.1,-122.3,14.7,14.61,,-0.11,-0.21,-0.12,,-0.11,1
4250,2020-03-19,00:25:11.27,40.744,-112.037,9.6,eq,,,,,,,,,,,,,,1
8609,2022-06-23,21:57:27.23,39.433,-110.309,-1.5,mis,-0.27,0.14,0.21,-99.3,-128.8,13.31,12.82,0.04,0.32,0.01,,,0.58,2
8829,2022-07-29,02:05:20.30,39.427,-110.302,-1.6,mis,-0.38,0.11,0.18,-75.0,-136.6,13.61,12.97,,0.14,0.16,0.16,,0.32,2
4408,2020-03-19,05:43:25.99,40.749,-112.037,6.9,eq,,,,,,,,,,,,,,1
9001,2022-08-23,01:28:32.32,39.425,-110.299,-1.7,mis,-0.35,0.06,0.03,-119.3,-147.2,12.84,12.38,,,,,,,2
3814,2020-03-18,13:43:26.43,40.766,-112.071,7.1,eq,0.44,,,,,,,,,,,,,1
9156,2022-09-13,16:29:23.88,39.434,-110.33,-1.1,mis,-0.55,-0.06,0.45,-100.8,-117.3,13.73,12.73,,,,,,,2
1631,2015-09-23,16:10:50.14,38.108,-109.093,-2.0,ex,,,,,,,,,,,,,,0
7799,2021-10-20,16:02:13.29,39.427,-110.301,-1.8,mis,,,,,,,,,,,,,,2
889,2014-04-30,23:37:32.16,39.354,-111.913,15.1,eq,0.38,,0.9,,-120.1,,14.79,,,,,,-0.12,1
4466,2020-03-19,08:22:26.89,40.738,-112.027,2.5,eq,,,,,,,,,,,,,,1
9320,2022-12-05,19:05:44.54,41.685,-111.639,9.4,eq,,,0.89,,-115.3,,14.32,,,,,,0.14,1
9153,2022-09-13,07:01:27.21,40.74,-112.058,7.7,eq,,,,,,,,,,,,,,1
9597,2023-07-28,07:26:27.02,37.679,-113.209,10.2,eq,-0.19,0.75,0.53,-102.8,-112.6,14.59,14.3,,-0.12,-0.08,-0.28,,-0.48,1
6322,2020-07-02,08:14:49.13,40.749,-112.061,5.4,eq,,,,,,,,,,,,,,1
3771,2020-03-13,23:45:33.80,37.035,-114.033,11.6,eq,0.34,0.72,0.57,-106.3,-144.7,16.48,14.96,,-0.12,-0.2,-0.2,,-0.16,1
9730,2023-11-16,12:15:51.88,40.734,-112.072,9.2,eq,,,,,,,,,,,,,,1
8232,2022-02-09,02:54:40.69,39.42,-110.306,-2.1,mis,,,-0.03,,-109.7,,12.29,,,,,,0.18,2
1909,2016-05-24,18:21:22.73,41.132,-112.9,-1.5,ex,-0.08,0.52,0.39,-73.4,-66.7,14.53,14.42,,,,,,,0
2115,2016-10-07,08:28:29.89,37.663,-113.067,1.6,eq,,,0.3,,-121.6,,13.35,,,,,,-0.16,1
5026,2020-03-23,02:53:48.94,40.774,-112.039,7.5,eq,0.17,,,,,,,,,,,,,1
6203,2020-06-12,04:07:04.28,39.408,-110.306,-1.7,mis,-0.58,-0.23,-0.21,-95.0,-120.0,13.66,13.05,-0.05,0.06,0.15,,0.15,,2
8652,2022-06-30,15:14:57.75,39.435,-110.303,-2.2,mis,-0.5,-0.16,-0.19,-114.3,-118.3,13.13,13.08,0.08,0.16,0.14,0.11,0.58,0.69,2
1970,2016-07-18,18:44:12.54,40.822,-111.874,-2.0,ex,-0.26,,,,,,,,,,,,,0
9194,2022-09-20,05:10:46.82,39.431,-110.324,-1.0,mis,,,0.46,,-143.2,,12.27,,,,,,,2
2084,2016-09-21,19:40:18.63,38.477,-112.806,5.9,eq,0.61,0.66,0.55,-101.1,-110.1,15.61,14.35,0.12,0.05,0.04,0.01,0.09,-0.17,1
6202,2020-06-12,02:34:49.67,39.41,-110.306,-1.4,mis,-0.44,-0.07,,-97.5,,13.72,,,,,,,,2
3968,2020-03-18,16:34:47.67,40.748,-112.043,8.4,eq,-0.27,,0.44,,-86.2,,15.97,,,,,,,1
4151,2020-03-18,20:22:20.05,40.744,-112.037,7.8,eq,-0.16,,0.54,,-113.4,,15.09,,,,,,0.09,1
8130,2022-01-15,22:14:48.09,37.024,-112.918,19.7,eq,-0.06,0.34,0.22,-97.7,-124.3,16.17,15.53,,-0.06,-0.04,-0.03,,-0.29,1
1285,2015-01-31,09:54:42.60,39.905,-112.0,6.4,eq,0.24,1.19,0.86,-106.3,-109.4,15.68,14.56,,,-0.05,-0.01,,-0.21,1
3818,2020-03-18,13:46:41.19,40.745,-112.087,7.1,eq,,,1.9,,-96.8,,15.51,,,,,,0.24,1
4587,2020-03-19,17:21:25.21,40.751,-112.054,8.4,eq,,,,,,,,,,,,,,1
5180,2020-03-26,16:16:39.39,40.766,-111.973,5.2,eq,-0.37,0.25,0.12,-114.3,-117.4,15.42,14.95,0.17,0.14,0.2,0.16,0.07,0.21,1
8337,2022-02-28,18:17:55.59,39.421,-110.316,-1.5,mis,,,,,,,,,,,,,,2
4325,2020-03-19,02:48:12.60,40.736,-112.084,10.0,eq,,,0.59,,-78.0,,13.29,,,,,,,1
263,2013-03-09,01:10:49.56,39.534,-111.935,12.7,eq,,,,,,,,,,,,,,1
8622,2022-06-28,01:09:33.89,39.428,-110.298,-1.5,mis,,,,,,,,,,,,,,2
7932,2021-11-05,06:15:36.38,39.422,-110.299,-2.2,mis,,,,,,,,,,,,,,2
5304,2020-03-31,11:29:35.11,40.753,-111.96,4.9,eq,-0.28,0.37,0.35,-112.1,-115.8,15.41,15.32,-0.08,0.06,0.01,-0.07,0.03,-0.06,1
7733,2021-10-13,18:38:59.95,39.424,-110.299,-2.4,mis,,,0.14,,-148.3,,12.11,,,,,,0.45,2
2879,2018-05-25,20:38:06.12,40.82,-111.887,-2.0,ex,-0.25,,,,,,,,,,,,,0
1734,2015-12-31,08:27:31.59,36.943,-112.52,19.4,eq,-0.31,0.05,-0.03,-58.3,-123.3,15.35,15.33,,-0.19,-0.2,-0.23,,-0.32,1
2289,2017-03-18,19:48:15.09,39.427,-111.899,11.9,eq,,,,,,,,,,,,,,1
631,2013-11-01,14:32:51.94,41.608,-112.433,6.1,eq,0.09,,0.72,,-134.4,,15.32,,,,,,,1
1233,2014-12-06,00:04:22.75,40.819,-111.895,-2.0,ex,-0.42,0.01,-0.08,-80.2,-96.1,13.36,12.8,0.07,0.13,0.22,,0.3,0.46,0
2730,2018-01-12,00:31:23.83,38.43,-112.86,5.6,eq,,,,,,,,,,,,,,1
6047,2020-05-19,14:50:00.28,39.41,-110.305,-1.6,mis,,,,,,,,,,,,,,2
6401,2020-07-16,20:20:06.15,39.413,-110.305,-1.7,mis,-0.47,-0.11,0.16,-97.3,-145.9,13.73,12.62,,,,,0.36,,2
3249,2019-02-21,01:42:04.46,40.474,-111.937,6.8,eq,0.12,,1.11,,-108.3,,13.95,,,,,,,1
5458,2020-04-07,04:00:25.53,40.743,-112.067,8.8,eq,0.09,0.56,0.46,-130.6,-140.6,16.47,15.69,-0.07,-0.06,-0.06,-0.08,-0.18,-0.17,1
1762,2016-01-26,03:47:02.42,37.44,-113.115,11.0,eq,-0.61,,-0.1,,-122.1,,14.87,,,,,,-0.79,1
4423,2020-03-19,06:21:05.95,40.755,-112.071,8.4,eq,,,,,,,,,,,,,,1
3432,2019-04-08,18:15:33.21,39.406,-110.315,-1.5,mis,,,,,,,,,,,,,,2
6631,2020-10-10,02:17:53.72,40.712,-112.051,9.1,eq,,,0.89,,-89.1,,13.88,,,,,,,1
2500,2017-07-20,23:07:56.36,40.51,-112.168,-2.0,ex,-0.08,-0.04,1.14,-74.0,-118.3,14.15,11.49,,0.4,0.37,0.46,,-0.09,0
4386,2020-03-19,04:53:09.85,40.751,-112.043,7.2,eq,,,,,,,,,,,,,,1
6432,2020-07-22,23:36:07.45,39.704,-110.606,-2.0,mis,,,,,,,,,,,,,,2
241,2013-02-25,20:43:42.63,37.024,-113.489,-2.0,ex,,,-0.15,,-62.1,,13.05,,,,,,,0
5105,2020-03-24,12:51:52.44,40.735,-112.058,9.8,eq,,,,,,,,,,,,,,1
8723,2022-07-11,16:11:45.54,39.428,-110.303,-1.5,mis,-0.45,,0.06,,-127.7,,13.22,,,,,,,2
5777,2020-04-20,11:25:26.11,40.741,-112.056,8.3,eq,0.02,0.71,0.65,-112.9,-160.7,16.45,15.2,,-0.06,0.04,-0.03,,-0.06,1
7690,2021-10-07,15:05:04.52,39.424,-110.301,-2.2,mis,-0.59,-0.12,,-100.0,,12.8,,,,,,,,2
5083,2020-03-24,01:53:19.48,40.767,-112.076,10.5,eq,,,,,,,,,,,,,,1
4850,2020-03-21,07:06:06.02,40.734,-112.064,9.2,eq,,,,,,,,,,,,,,1
6328,2020-07-04,12:21:29.45,40.745,-112.063,9.4,eq,0.03,0.57,0.54,-129.8,-114.6,16.09,14.96,-0.03,-0.03,-0.09,0.03,-0.31,-0.13,1
7245,2021-07-30,00:27:34.19,39.43,-110.311,-1.0,mis,,,0.48,,-130.6,,12.61,,,,,,,2
6805,2021-01-05,09:35:22.71,38.366,-112.602,7.6,eq,,,,,-93.4,,15.6,,,,,,-0.54,1
8921,2022-08-10,00:30:44.34,39.434,-110.321,-1.1,mis,-0.25,,0.5,,-163.2,,13.02,,,,,,,2
2300,2017-03-27,03:18:51.50,41.065,-111.006,25.9,eq,0.33,,0.81,,-119.4,,14.32,,,,,,-0.12,1
2550,2017-08-21,09:14:19.46,37.692,-112.966,10.1,eq,-0.02,,0.68,,-121.4,,14.99,,,,,,-0.36,1
5988,2020-05-14,16:25:54.57,39.411,-110.318,-0.8,mis,,,1.47,,-124.5,,12.84,,,,,,,2
4491,2020-03-19,09:40:36.46,40.742,-112.029,8.3,eq,0.18,,0.81,,-106.0,,14.24,,,,,,-0.17,1
3434,2019-04-10,04:32:11.37,39.056,-110.962,17.5,eq,-0.36,-0.11,-0.12,-129.8,-151.5,16.25,15.25,0.03,-0.08,-0.02,-0.01,-0.05,-0.08,1
5578,2020-04-15,02:56:09.37,40.734,-112.058,9.0,eq,0.12,0.09,0.02,-168.7,-176.3,16.65,16.24,0.04,0.01,-0.03,0.0,0.13,0.09,1
8082,2022-01-05,19:22:51.38,39.424,-110.314,-1.4,mis,,,,,,,,,,,,,,2
8418,2022-03-17,19:27:58.61,39.416,-110.302,-2.2,mis,,,,,,,,,,,,,,2
7759,2021-10-15,01:08:22.91,39.43,-110.317,-1.2,mis,,-0.1,0.13,-95.7,-95.0,13.65,13.1,,,,,,,2
3393,2019-03-26,05:51:04.94,39.409,-110.323,-1.2,mis,,,,,,,,,,,,,,2
3798,2020-03-18,13:31:18.16,40.755,-112.044,8.5,eq,-0.38,-0.05,-0.14,-67.4,-85.8,16.5,15.47,-0.16,,,,,-0.34,1
8107,2022-01-11,18:30:13.08,39.425,-110.32,-1.2,mis,,,,,,,,,,,,,,2
4434,2020-03-19,06:51:16.25,40.73,-112.046,8.5,eq,,,0.88,,-131.0,,14.94,,,,,,,1
2954,2018-08-11,11:23:52.49,41.697,-111.64,16.7,eq,0.27,,0.91,,-126.1,,14.76,,,,,,-0.02,1
567,2013-09-27,13:11:41.14,41.539,-112.177,6.6,eq,,,,,,,,,,,,,,1
3017,2018-10-16,18:04:13.76,39.88,-112.067,9.8,eq,0.26,0.56,0.45,-133.5,-161.9,15.78,15.31,-0.01,-0.07,-0.06,-0.14,0.27,0.17,1
6318,2020-07-01,18:54:56.48,40.742,-112.038,9.3,eq,,,,,,,,,,,,,,1
2302,2017-03-28,22:22:41.97,40.51,-112.151,-2.0,ex,0.22,0.36,0.09,-60.8,-62.7,13.99,13.26,,,,,,,0
4232,2020-03-18,23:42:18.27,40.768,-112.076,7.6,eq,,,,,,,,,,,,,,1
3143,2019-02-13,11:22:43.96,38.835,-111.419,5.7,eq,,,0.38,,-126.7,,13.74,,,,,,-0.1,1
4165,2020-03-18,20:45:34.90,40.737,-112.043,9.8,eq,-0.03,,,,,,,,,,,,,1
4317,2020-03-19,02:26:06.89,40.759,-112.025,7.9,eq,,,,,,,,,,,,,,1
1061,2014-07-31,17:03:14.12,38.136,-109.117,-2.0,ex,-0.57,,,,,,,,,,,,,0
9148,2022-09-12,19:00:49.63,39.428,-110.305,-1.7,mis,-0.6,-0.25,-0.11,-109.3,-132.7,13.76,12.69,-0.03,0.2,0.12,0.17,0.2,0.34,2
2729,2018-01-11,20:44:57.20,41.64,-111.685,10.0,eq,0.06,1.01,0.62,-112.6,-125.2,16.01,14.47,,,,,,-0.13,1
5310,2020-03-31,14:49:27.70,40.73,-112.052,5.3,eq,,,0.97,,-86.3,,15.74,,,,,,,1
4275,2020-03-19,01:23:02.23,40.768,-112.074,8.4,eq,,,,,,,,,,,,,,1
6223,2020-06-16,04:49:24.43,39.411,-110.302,-1.8,mis,-0.53,,,,,,,,,,,,,2
7327,2021-08-16,16:32:49.46,39.429,-110.308,-1.3,mis,-0.36,0.21,0.38,-104.1,-139.2,13.55,12.41,0.09,0.29,,,,,2
304,2013-04-02,12:03:59.21,40.726,-111.983,8.6,eq,0.12,0.87,0.69,-111.0,-112.5,16.16,15.08,,-0.04,0.08,0.17,,-0.04,1
2978,2018-09-08,21:48:56.11,40.757,-111.842,-0.0,eq,-0.08,,,,,,,,,,,,,1
8149,2022-01-20,19:37:13.67,39.424,-110.317,-1.3,mis,,,,,,,,,,,,,,2
1134,2014-09-16,03:17:22.65,40.84,-111.557,9.9,eq,0.31,1.04,1.1,-70.1,-101.7,15.04,13.82,,,,-0.04,,,1
672,2013-11-27,16:11:18.51,37.477,-112.391,13.6,eq,,,0.41,,-121.6,,14.21,,,,,,,1
8740,2022-07-13,23:48:26.26,39.432,-110.319,-1.0,mis,-0.54,0.08,0.07,-107.8,-160.0,13.8,12.72,0.02,0.31,0.09,,,0.44,2
8636,2022-06-28,21:30:59.46,39.43,-110.311,-0.9,mis,-0.39,0.19,,-108.1,,13.54,,,,,,,,2
5046,2020-03-23,07:30:20.33,40.781,-112.081,11.2,eq,,,,,,,,,,,,,,1
7022,2021-04-20,23:01:29.35,38.167,-108.794,31.5,eq,,0.23,0.35,-97.5,-163.9,16.54,14.81,,,,,,-0.16,1
6867,2021-02-10,08:35:12.05,37.193,-112.883,21.0,eq,0.33,,0.31,,-124.6,,14.11,,,,,,-0.49,1
7061,2021-05-06,17:52:33.59,39.423,-110.317,-1.5,mis,,,,,,,,,,,,,,2
2151,2016-11-08,18:27:12.62,39.419,-110.32,-1.8,mis,,,,,,,,,,,,,,2
3300,2019-02-28,21:31:50.67,41.858,-112.373,8.9,eq,0.2,0.66,0.44,-110.2,-131.2,15.01,15.38,-0.02,-0.1,-0.11,-0.11,0.19,0.16,1
3632,2019-10-17,15:01:51.86,39.422,-110.353,-2.0,mis,,,,,,,,,,,,,,2
8424,2022-03-21,12:56:13.18,39.423,-110.32,-1.3,mis,,,,,,,,,,,,,,2
9676,2023-10-06,17:02:46.45,37.189,-112.892,21.4,eq,0.26,0.47,0.47,-115.5,-125.3,16.08,15.53,,-0.14,-0.1,-0.22,,-0.34,1
8527,2022-05-12,03:03:54.04,39.433,-110.313,-1.0,mis,,,-0.04,,-154.7,,12.14,,,,,,0.04,2
8452,2022-03-29,21:23:45.71,39.422,-110.318,-1.4,mis,,,,,,,,,,,,,,2
5334,2020-04-01,19:48:48.30,40.752,-112.06,6.4,eq,,,,,,,,,,,,,,1
8967,2022-08-17,04:11:17.01,39.427,-110.297,-2.1,mis,-0.45,-0.13,-0.15,-80.3,-117.6,12.93,12.8,0.02,0.14,0.17,,0.41,0.46,2
2649,2017-10-31,00:56:31.58,38.449,-113.114,-2.0,ex,,-0.54,-0.64,-67.2,-92.6,13.91,12.97,,,0.19,,,0.05,0
9088,2022-09-01,18:21:38.63,39.431,-110.308,-1.5,mis,-0.43,0.06,0.09,-76.9,-95.0,13.53,12.83,,,,,,,2
4621,2020-03-19,20:29:10.83,40.747,-112.051,8.7,eq,0.14,,0.69,,-125.0,,15.68,,,,,,,1
7034,2021-04-27,16:02:44.69,39.42,-110.308,-2.4,mis,,,,,,,,,,,,,,2
3601,2019-09-03,20:26:21.35,38.477,-112.852,3.8,eq,,,,,,,,,,,,,,1
6728,2020-11-22,06:03:42.54,37.575,-113.032,10.9,eq,-0.11,0.56,0.36,-94.3,-155.9,14.15,15.08,,,,,,-0.39,1
7412,2021-08-26,19:58:19.83,39.43,-110.314,-1.1,mis,,,,,,,,,,,,,,2
6414,2020-07-20,02:41:32.58,39.41,-110.309,-1.5,mis,-0.42,0.03,0.28,-113.3,-124.8,12.92,12.57,,,,,,,2
2616,2017-10-06,22:41:25.72,37.043,-112.88,15.7,eq,-0.61,,,,,,,,,,,,,1
8366,2022-03-03,14:34:38.10,39.419,-110.311,-1.7,mis,,0.65,0.23,-111.9,-139.9,12.54,12.41,,,,,,0.31,2
4455,2020-03-19,07:40:45.91,40.751,-112.042,9.1,eq,0.03,0.54,0.52,-118.2,-121.2,15.4,15.03,0.07,-0.07,-0.1,0.01,-0.26,-0.04,1
6738,2020-11-25,11:08:10.81,40.745,-112.068,7.8,eq,,,,,,,,,,,,,,1
2858,2018-05-16,00:59:01.89,38.45,-113.116,-2.0,ex,,,,,,,,,,,,,,0
1656,2015-10-15,11:24:53.01,37.434,-113.124,10.6,eq,,,0.41,,-92.2,,14.37,,,,,,,1
5095,2020-03-24,10:03:54.73,40.461,-111.93,7.1,eq,,,,,,,,,,,,,,1
9445,2023-04-17,01:31:25.07,39.414,-112.064,9.8,eq,0.26,0.73,0.53,-114.2,-123.1,15.43,14.95,0.05,0.02,0.05,0.04,-0.08,-0.04,1
3977,2020-03-18,16:42:49.30,40.755,-112.054,9.1,eq,-0.86,,0.46,,-114.2,,14.92,,,,,,-0.28,1
8603,2022-06-23,02:59:04.88,39.428,-110.298,-1.7,mis,-0.34,0.07,0.24,-106.4,-96.3,13.28,12.68,,,,,,,2
6701,2020-11-13,13:31:17.23,40.738,-112.04,8.6,eq,,,,,,,,,,,,,,1
572,2013-10-01,18:21:46.71,40.393,-111.945,-2.0,ex,-0.21,,,,,,,,,,,,,0
9274,2022-10-24,13:39:50.03,36.88,-113.053,23.8,eq,0.17,0.29,0.28,-99.4,-109.2,16.42,14.98,,-0.12,-0.04,-0.13,-0.22,-0.16,1
1019,2014-07-07,19:06:40.16,36.952,-113.618,-2.0,ex,-0.39,-0.1,0.29,-78.0,-160.8,13.03,11.81,,,,,,0.02,0
4589,2020-03-19,17:26:19.41,40.727,-112.082,9.7,eq,,,,,,,,,,,,,,1
9187,2022-09-19,01:22:12.75,39.426,-110.314,-0.9,mis,-0.53,-0.02,0.18,-123.7,-138.1,13.42,12.68,0.05,0.28,0.09,0.17,0.43,0.58,2
5587,2020-04-15,03:11:24.98,40.728,-112.063,8.9,eq,,,,,,,,,,,,,,1
8818,2022-07-28,02:22:32.81,39.432,-110.32,-1.0,mis,,,0.39,,-127.6,,12.92,,,,,,,2
1681,2015-11-04,14:47:25.40,39.085,-112.114,13.0,eq,,0.56,0.38,-123.0,-122.3,16.8,14.37,,-0.01,0.01,-0.07,,-0.07,1
1483,2015-06-29,21:22:10.11,40.504,-112.149,-2.0,ex,-0.39,0.88,-0.04,-91.0,-107.2,12.28,12.85,0.1,0.07,0.33,,0.18,,0
1352,2015-03-19,09:05:07.19,36.919,-113.068,25.7,eq,0.77,,,,,,,,,,,,,1
6471,2020-07-27,19:33:34.06,39.416,-110.301,-1.7,mis,-0.5,-0.07,0.07,-91.0,-133.0,13.44,12.63,0.07,0.07,-0.09,0.09,0.22,0.37,2
6284,2020-06-26,08:24:11.89,40.739,-112.024,6.5,eq,,,,,,,,,,,,,,1
3703,2019-12-21,13:04:01.35,39.144,-111.578,22.8,eq,,,1.1,,-70.5,,13.62,,,,,,,1
1634,2015-09-24,16:23:25.43,38.274,-108.566,-2.0,ex,,,,,,,,,,,,,,0
6786,2020-12-20,17:00:03.94,40.735,-112.053,7.4,eq,,,,,,,,,,,,,,1
7169,2021-07-02,14:34:34.90,40.649,-111.384,9.8,eq,0.21,0.84,0.63,-128.3,-104.5,14.65,14.77,,0.4,0.04,0.09,-0.21,,1
1269,2015-01-15,23:23:15.15,37.534,-113.06,10.3,eq,,,,,,,,,,,,,,1
634,2013-11-04,19:37:14.86,37.632,-113.363,-2.0,ex,-0.4,,-0.44,,-90.1,,12.44,,,,,,,0
8608,2022-06-23,19:06:20.31,39.432,-110.314,-0.9,mis,,,,,,,,,,,,,,2
4659,2020-03-20,01:42:40.51,40.73,-112.06,8.9,eq,,,,,,,,,,,,,,1
6796,2020-12-28,10:33:41.34,40.446,-112.0,10.1,eq,,,0.55,,-119.3,,15.43,,,,,,,1
8116,2022-01-13,03:09:25.65,39.422,-110.307,-1.7,mis,,,,,,,,,,,,,,2
2553,2017-08-22,03:13:29.60,38.679,-112.527,8.8,eq,0.03,,0.81,,-87.2,,15.08,,,,,,,1
7243,2021-07-29,19:41:06.77,39.429,-110.311,-1.2,mis,,,,,,,,,,,,,,2
3422,2019-04-04,06:53:02.01,39.038,-110.957,17.0,eq,0.13,,0.34,,-116.6,,15.36,,,,,,,1
9286,2022-11-05,22:57:02.33,41.801,-111.601,13.8,eq,-0.03,0.31,0.35,-97.6,-122.7,16.0,14.97,-0.12,-0.12,-0.09,-0.02,-0.36,-0.14,1
9643,2023-09-14,15:27:01.13,40.813,-111.664,11.1,eq,,,,,,,,,,,,,,1
9517,2023-06-08,14:53:57.13,41.939,-112.37,7.1,eq,,,,,,,,,,,,,,1
534,2013-09-05,19:43:28.99,38.952,-112.92,-2.0,ex,,,,,,,,,,,,,,0
7621,2021-09-28,07:54:19.59,39.431,-110.308,-1.6,mis,,,,,,,,,,,,,,2
9462,2023-04-27,09:09:16.41,37.566,-113.045,12.9,eq,-0.08,,0.23,,-118.8,,14.44,,,,,,,1
2627,2017-10-16,23:25:47.26,38.45,-113.112,-2.0,ex,,,-0.07,,-51.6,,12.02,,,,,,,0
6873,2021-02-13,23:07:49.48,40.754,-111.787,4.4,eq,,,,,,,,,,,,,,1
2571,2017-08-31,05:25:57.68,37.43,-113.125,11.1,eq,0.02,,0.55,,-146.4,,13.79,,,,,,,1
6635,2020-10-10,07:42:57.57,40.712,-112.045,9.6,eq,,,,,,,,,,,,,,1
9630,2023-09-06,11:41:41.25,37.128,-113.771,8.8,eq,,,0.69,,-137.7,,14.68,,,,,,-0.02,1
8441,2022-03-25,09:25:58.56,40.745,-112.045,7.6,eq,,,,,,,,,,,,,,1
93,2012-10-30,22:44:45.65,40.524,-112.129,-2.0,ex,-0.04,,0.29,,-104.4,,12.41,,,,,,,0
6491,2020-07-30,20:11:39.57,40.967,-111.712,7.7,eq,0.11,0.72,0.69,-142.7,-116.9,15.56,14.55,,-0.12,-0.06,-0.14,,-0.29,1
5541,2020-04-13,02:17:16.02,40.737,-112.027,8.9,eq,0.11,1.0,0.77,-94.3,-122.9,16.35,15.17,,-0.03,-0.1,0.16,,0.03,1
4085,2020-03-18,19:08:47.19,40.764,-112.075,6.8,eq,,,,,,,,,,,,,,1
4378,2020-03-19,04:38:32.38,40.765,-112.074,7.7,eq,,,,,,,,,,,,,,1
8135,2022-01-17,19:20:09.93,39.422,-110.3,-2.5,mis,-0.33,-0.06,0.0,-69.7,-105.0,13.67,13.04,0.12,0.25,0.02,,,0.56,2
291,2013-03-23,07:06:08.35,37.017,-113.597,-2.0,ex,-0.29,-0.36,-0.31,-93.3,-119.6,14.03,13.47,0.03,0.08,0.24,0.07,0.29,0.34,0
2560,2017-08-25,18:17:28.83,40.008,-111.803,-2.0,ex,-0.77,,-0.1,,-73.5,,11.99,,,,,,,0
5499,2020-04-09,23:13:31.73,40.746,-112.024,5.8,eq,,,,,,,,,,,,,,1
238,2013-02-23,11:46:13.57,40.755,-111.686,7.1,eq,,,,,,,,,,,,,,1
7051,2021-05-01,02:54:52.42,40.748,-112.047,8.2,eq,,,,,,,,,,,,,,1
2870,2018-05-21,21:20:07.40,38.895,-111.958,11.6,eq,,,0.74,,-80.5,,14.45,,,,,,,1
4755,2020-03-20,15:34:15.64,40.746,-112.042,4.8,eq,,,,,,,,,,,,,,1
1354,2015-03-19,20:25:51.41,40.815,-111.901,-2.0,ex,-0.67,,-0.21,,-110.4,,12.48,,,,,,0.29,0
9656,2023-09-23,04:35:08.49,36.947,-112.436,21.1,eq,0.14,0.3,0.32,-111.7,-132.3,15.72,14.91,,-0.32,-0.33,-0.14,,-0.53,1
4553,2020-03-19,13:27:33.99,40.744,-112.037,8.4,eq,,,,,,,,,,,,,,1
1212,2014-11-13,20:25:32.18,40.827,-111.897,-2.0,ex,-0.5,,,,,,,,,,,,,0
1205,2014-11-11,01:31:08.19,37.181,-114.003,8.4,eq,,,0.58,,-132.8,,14.97,,,,,,,1
5164,2020-03-26,03:21:47.61,40.755,-112.068,9.4,eq,,,,,,,,,,,,,,1
1581,2015-08-25,20:54:21.37,40.729,-111.774,-2.0,ex,-0.4,,,,,,,,,,,,,0
9391,2023-03-09,19:51:31.37,40.746,-112.076,10.2,eq,,,,,,,,,,,,,,1
3089,2019-01-09,22:03:20.26,42.499,-111.404,9.0,eq,,0.74,0.69,-68.2,-88.2,14.66,14.36,,-0.18,-0.14,-0.15,,-0.06,1
4109,2020-03-18,19:18:47.94,40.757,-112.045,7.3,eq,,,,,-98.3,,16.26,,,,,,0.0,1
425,2013-06-29,14:29:50.40,41.693,-112.395,7.4,eq,,,,,,,,,,,,,,1
8917,2022-08-09,21:38:08.30,39.429,-110.314,-0.9,mis,,,,,,,,,,,,,,2
8138,2022-01-18,06:49:20.12,39.424,-110.308,-2.0,mis,-0.4,,-0.02,,-120.0,,12.58,,,,,,0.93,2
3827,2020-03-18,13:54:41.52,40.702,-112.084,11.6,eq,-0.16,,0.46,,-76.7,,14.4,,,,,,,1
4948,2020-03-22,04:58:28.06,40.756,-112.062,9.4,eq,,,,,,,,,,,,,,1
4454,2020-03-19,07:38:15.30,40.742,-112.071,9.4,eq,,,,,,,,,,,,,,1
566,2013-09-26,22:56:37.19,40.466,-111.974,-2.0,ex,,,-0.26,,-90.5,,13.38,,,,,,,0
801,2014-03-08,13:08:34.16,39.236,-110.418,14.7,eq,-0.03,0.9,0.77,-116.8,-118.6,16.36,14.97,,-0.2,,,,-0.54,1
199,2013-01-20,00:18:47.67,39.701,-113.258,-2.0,ex,,0.3,0.82,-74.2,-88.7,12.88,11.23,,,,,,,0
3849,2020-03-18,14:21:27.52,40.751,-112.04,8.2,eq,-0.19,,,,,,,,,,,,,1
5919,2020-05-02,18:50:54.63,40.74,-112.081,7.9,eq,,,,,,,,,,,,,,1
7840,2021-10-26,03:16:30.06,39.432,-110.322,-1.6,mis,,,,,,,,,,,,,,2
